Name,RA,Dec,Con,OT,Mag,Diam
PPA 1757-3144,269.452500,-31.734700,SCO,PN,nan,0.108
PHR 1757-3106,269.465400,-31.103100,SCO,PN,nan,0.217
PHR 1758-1841,269.560000,-18.690600,SGR,PN,nan,0.133
PHR 1758-2139,269.603700,-21.662800,SGR,PN,nan,2.667
PHR 1758-3304,269.607900,-33.083100,SGR,PN,nan,0.350
PHR 1758-2729,269.620400,-27.494400,SGR,PN,nan,0.108
PHR 1758-2756,269.646200,-27.948900,SGR,PN,nan,0.342
PPA 1758-2628,269.654200,-26.479700,SGR,PN,nan,0.083
PHR 1758-2112,269.669200,-21.212800,SGR,PN,nan,0.183
PHR 1758-2852,269.705000,-28.882200,SGR,PN,nan,0.233
PHR 1759-2915,269.761700,-29.250300,SGR,PN,nan,0.550
PHR 1759-2501,269.770400,-25.030300,SGR,PN,nan,1.467
PHR 1759-1853,269.771200,-18.889400,SGR,PN,nan,0.217
PHR 1759-2630,269.800400,-26.506700,SGR,PN,nan,0.142
PHR 1759-2706,269.858700,-27.109400,SGR,PN,nan,0.633
PHR 1759-2712,269.888300,-27.213900,SGR,PN,nan,1.267
PHR 1759-1350,269.945000,-13.838600,SER,PN,nan,1.083
PHR 1759-3030,269.948700,-30.509700,SGR,PN,nan,0.317
PPA 1759-2834,269.969200,-28.579700,SGR,PN,nan,0.267
PHR 1759-2651,269.980400,-26.863600,SGR,PN,nan,0.183
PHR 1759-2853,269.986700,-28.898600,SGR,PN,nan,0.417
PPA 1800-2846,270.002500,-28.774200,SGR,PN,nan,0.275
PPA 1800-2826,270.077900,-28.435600,SGR,PN,nan,0.300
PPA 1800-2818,270.078300,-28.309700,SGR,PN,nan,0.267
PPA 1800-2904,270.093300,-29.077500,SGR,PN,nan,0.142
PHR 1800-2842,270.150400,-28.714200,SGR,PN,nan,0.150
PHR 1800-2653,270.176200,-26.893600,SGR,PN,nan,0.200
PPA 1800-3341,270.179600,-33.699700,SGR,PN,nan,0.100
PHR 1801-2057,270.254600,-20.959400,SGR,PN,nan,0.233
PHR 1801-2947,270.305800,-29.783300,SGR,PN,nan,0.600
PHR 1801-2522,270.320400,-25.377200,SGR,PN,nan,0.167
PPA 1801-2553,270.328700,-25.889200,SGR,PN,nan,0.100
PHR 1801-2718,270.351700,-27.302500,SGR,PN,nan,0.633
PPA 1801-2437,270.355000,-24.619400,SGR,PN,nan,0.242
PHR 1801-2831,270.384600,-28.529200,SGR,PN,nan,0.317
PPA 1801-2746,270.385000,-27.768600,SGR,PN,nan,0.225
PHR 1801-1602,270.392900,-16.040000,SGR,PN,nan,0.850
PPA 1801-2238,270.404200,-22.642800,SGR,PN,nan,0.075
PHR 1801-2809,270.438700,-28.160300,SGR,PN,nan,0.717
PHR 1801-1701,270.482100,-17.031100,SGR,PN,nan,0.367
PHR 1802-2637,270.546700,-26.618900,SGR,PN,nan,0.150
PPA 1802-3350,270.599200,-33.846700,SGR,PN,nan,0.150
PPA 1802-3124,270.626200,-31.404700,SGR,PN,nan,0.283
PHR 1802-1442,270.659200,-14.701400,SER,PN,nan,0.317
PHR 1802-2847,270.702100,-28.794700,SGR,PN,nan,0.308
PHR 1803-2746,270.771200,-27.778900,SGR,PN,nan,0.150
PHR 1803-2804,270.785400,-28.070800,SGR,PN,nan,0.317
PHR 1803-2702,270.790800,-27.046100,SGR,PN,nan,0.533
PHR 1803-2848,270.791200,-28.814200,SGR,PN,nan,0.517
PHR 1803-3218,270.820400,-32.307200,SGR,PN,nan,0.400
PPA 1803-2826,270.852900,-28.440300,SGR,PN,nan,0.100
PHR 1803-3738,270.863300,-37.647800,CRA,PN,nan,0.783
PHR 1803-2947,270.879600,-29.786400,SGR,PN,nan,0.783
PPA 1803-2855,270.906200,-28.928100,SGR,PN,nan,0.267
PHR 1803-1209,270.913300,-12.166100,SER,PN,nan,0.167
PPA 1803-2516,270.968300,-25.283100,SGR,PN,nan,0.117
PHR 1804-2653,271.010800,-26.890800,SGR,PN,nan,0.117
PHR 1804-2816,271.054600,-28.270000,SGR,PN,nan,0.217
PHR 1804-3306,271.062500,-33.108300,SGR,PN,nan,0.367
PHR 1804-2757,271.072100,-27.953300,SGR,PN,nan,0.617
PHR 1804-2913,271.118700,-29.232500,SGR,PN,nan,0.125
PHR 1804-1842,271.121700,-18.711400,SGR,PN,nan,0.308
FP1804-4528,271.133300,-45.474200,CRA,PN,nan,7.000
PHR 1804-3016,271.200400,-30.280300,SGR,PN,nan,0.167
PHR 1804-2833,271.230800,-28.552200,SGR,PN,nan,0.267
PHR 1804-2642,271.245400,-26.709700,SGR,PN,nan,0.283
PHR 1804-2645,271.247900,-26.754700,SGR,PN,nan,0.717
PHR 1805-2631,271.333700,-26.529200,SGR,PN,nan,0.175
PPA 1805-2649,271.359600,-26.817500,SGR,PN,nan,0.317
PHR 1805-2520,271.367100,-25.340600,SGR,PN,nan,0.267
PHR 1805-1020,271.367500,-10.345300,SER,PN,nan,0.217
PHR 1805-3140,271.375800,-31.671100,SGR,PN,nan,0.267
PHR 1805-2659,271.431200,-26.996100,SGR,PN,nan,0.158
PHR 1805-2804,271.435000,-28.079400,SGR,PN,nan,0.817
PHR 1805-2723,271.490800,-27.385800,SGR,PN,nan,0.367
PHR 1806-2747,271.616700,-27.787800,SGR,PN,nan,0.350
PHR 1806-2824,271.633700,-28.407500,SGR,PN,nan,0.200
PHR 1806-3416,271.692900,-34.267800,SGR,PN,nan,0.333
PHR 1806-2536,271.705000,-25.612500,SGR,PN,nan,0.167
PHR 1806-2909,271.707100,-29.166400,SGR,PN,nan,0.467
PHR 1806-1956,271.730400,-19.938300,SGR,PN,nan,1.017
PHR 1806-2652,271.733300,-26.881700,SGR,PN,nan,0.333
PHR 1807-2535,271.763700,-25.595300,SGR,PN,nan,0.450
PHR 1807-1827,271.798700,-18.465000,SGR,PN,nan,0.108
PHR 1807-2715,271.812500,-27.264200,SGR,PN,nan,0.283
PPA 1807-3158,271.829200,-31.968900,SGR,PN,nan,0.067
PPA 1807-2439,271.920400,-24.655000,SGR,PN,nan,0.258
PHR 1807-2637,272.000800,-26.627200,SGR,PN,nan,0.425
PPA 1808-2700,272.005800,-27.004400,SGR,PN,nan,0.217
PHR 1808-3201,272.049200,-32.024400,SGR,PN,nan,3.083
PHR 1808-2913,272.026700,-29.220000,SGR,PN,nan,0.100
PHR 1808-2835,272.115800,-28.593600,SGR,PN,nan,0.267
PHR 1808-1506,272.132900,-15.110600,SER,PN,nan,0.483
PHR 1809-2303,272.302900,-23.066100,SGR,PN,nan,0.233
PHR 1809-1300,272.400800,-12.999400,SER,PN,nan,0.267
PHR 1809-2952,272.445400,-29.881700,SGR,PN,nan,0.267
PHR 1809-2745,272.465800,-27.765000,SGR,PN,nan,0.200
PPA 1809-3233,272.470000,-32.562200,SGR,PN,nan,0.133
PHR 1810-1647,272.556700,-16.796900,SGR,PN,nan,2.067
PPA 1810-3104,272.601700,-31.066700,SGR,PN,nan,0.517
PPA 1810-2813,272.650400,-28.229700,SGR,PN,nan,0.175
PPA 1810-2700,272.628700,-27.005000,SGR,PN,nan,0.283
PHR 1811-3042,272.761200,-30.703300,SGR,PN,nan,0.533
PHR 1811-2123,272.794200,-21.387200,SGR,PN,nan,0.292
PHR 1811-2922,272.802100,-29.366700,SGR,PN,nan,0.392
PHR 1811-2557,272.834600,-25.959700,SGR,PN,nan,1.150
PHR 1811-2100,272.912500,-21.012200,SGR,PN,nan,0.533
PPA 1811-2337,272.919200,-23.621100,SGR,PN,nan,0.183
PHR 1811-2102,272.922100,-21.041400,SGR,PN,nan,0.183
PHR 1812-2848,273.097500,-28.802800,SGR,PN,nan,0.233
PPA 1813-2233,273.294200,-22.557500,SGR,PN,nan,0.125
PHR 1813-2505,273.362500,-25.097800,SGR,PN,nan,0.533
PHR 1813-1543,273.370800,-15.721900,SER,PN,nan,0.450
PHR 1813-1220,273.390400,-12.346700,SER,PN,nan,0.133
PHR 1813-2057,273.397500,-20.951400,SGR,PN,nan,0.283
PHR 1814-3340,273.509200,-33.680000,SGR,PN,nan,0.367
PPA 1814-2214,273.550800,-22.246100,SGR,PN,nan,0.183
PHR 1814-3635,273.556700,-36.593100,SGR,PN,nan,0.417
PPA 1814-2951,273.611700,-29.862500,SGR,PN,nan,0.233
PHR 1814-2659,273.700800,-26.986900,SGR,PN,nan,0.350
PHR 1814-2220,273.734200,-22.343600,SGR,PN,nan,0.217
PHR 1815-1457,273.777100,-14.955800,SER,PN,nan,0.150
PHR 1815-2300,273.804200,-23.017800,SGR,PN,nan,0.233
PHR 1815-2513,273.849200,-25.230000,SGR,PN,nan,0.500
PHR 1815-2957,273.938700,-29.962200,SGR,PN,nan,0.367
PHR 1816-2152,274.035800,-21.872800,SGR,PN,nan,0.667
PHR 1816-2222,274.083300,-22.380000,SGR,PN,nan,0.400
PPA 1818-2541,274.506200,-25.683900,SGR,PN,nan,0.267
PHR 1818-0902,274.611700,-9.040000,SER,PN,nan,0.267
PHR 1818-2531,274.711200,-25.526700,SGR,PN,nan,0.267
PHR 1818-2239,274.745000,-22.660800,SGR,PN,nan,1.633
PHR 1818-1526,274.746700,-15.439200,SER,PN,nan,0.917
PPA 1819-2405,274.832900,-24.084400,SGR,PN,nan,0.267
PHR 1819-1916,274.842500,-19.270000,SGR,PN,nan,0.617
PPA 1819-2502,274.994600,-25.039200,SGR,PN,nan,0.283
PHR 1820-1002,275.064200,-10.041400,SER,PN,nan,0.400
PHR 1820-1042,275.065000,-10.713300,SER,PN,nan,0.417
PHR 1820-1926,275.072900,-19.443900,SGR,PN,nan,0.170
PPA 1820-2948,275.145800,-29.813600,SGR,PN,nan,0.250
PHR 1820-0810,275.182100,-8.167200,SER,PN,nan,0.133
PHR 1820-2048,275.224200,-20.803300,SGR,PN,nan,0.283
PHR 1820-2510,275.245000,-25.171700,SGR,PN,nan,0.367
PHR 1821-1001,275.419200,-10.028900,SER,PN,nan,2.983
PHR 1821-1939,275.432500,-19.663300,SGR,PN,nan,0.250
PHR 1821-1353,275.432900,-13.886900,SER,PN,nan,0.333
PHR 1821-2601,275.442500,-26.029200,SGR,PN,nan,0.383
PHR 1821-2324,275.287100,-23.402200,SGR,PN,nan,0.567
PPA 1822-2223,275.535000,-22.385000,SGR,PN,nan,0.133
PHR 1822-0529,275.613300,-5.487800,SCT,PN,nan,0.450
PHR 1823-0214,275.947900,-2.242500,SER,PN,nan,0.550
PHR 1824-1505,276.008700,-15.092500,SCT,PN,nan,0.500
PHR 1824-2226,276.031200,-22.437200,SGR,PN,nan,0.667
PHR 1824-2144,276.057100,-21.745000,SGR,PN,nan,0.683
PPA 1824-3107,276.090400,-31.119400,SGR,PN,nan,0.150
FP1824-0319,276.170400,-3.333100,SER,PN,nan,30.000
PHR 1824-2416,276.180400,-24.275300,SGR,PN,nan,0.350
PHR 1825-1839,276.397900,-18.662200,SGR,PN,nan,0.508
PHR 1826-0435,276.573300,-4.589700,SCT,PN,nan,0.300
PHR 1826-0953,276.608700,-9.890600,SCT,PN,nan,0.900
PHR 1826-0859,276.617900,-8.988900,SCT,PN,nan,0.850
PHR 1828-1549,277.232500,-15.821700,SCT,PN,nan,1.150
PHR 1829-0431,277.392500,-4.527200,SCT,PN,nan,0.367
PPA 1830-2637,277.617900,-26.621700,SGR,PN,nan,0.142
PPA 1830-2130,277.675800,-21.530600,SGR,PN,nan,0.350
PHR 1830-1331,277.676700,-13.519200,SCT,PN,nan,0.333
PPA 1831-2849,277.796700,-28.820300,SGR,PN,nan,0.083
PHR 1831-0715,277.821200,-7.256400,SCT,PN,nan,0.317
PHR 1831-0805,277.831700,-8.095300,SCT,PN,nan,0.208
PHR 1831-1415,277.960800,-14.258100,SCT,PN,nan,1.000
PPA 1831-2356,277.984600,-23.935300,SGR,PN,nan,0.092
PHR 1832-1326,278.018700,-13.435600,SCT,PN,nan,0.683
PHR 1832-0317,278.130400,-3.295800,SER,PN,nan,0.500
PHR 1832-1914,278.144600,-19.235300,SGR,PN,nan,0.267
PHR 1832-1949,278.191200,-19.824700,SGR,PN,nan,0.350
PPA 1832-2759,278.209600,-27.990600,SGR,PN,nan,0.100
PHR 1833-2632,278.339600,-26.541100,SGR,PN,nan,0.467
PHR 1833-3115,278.428300,-31.261900,SGR,PN,nan,0.417
PHR 1833-0556,278.498700,-5.935300,SCT,PN,nan,0.683
PHR 1834-0824,278.673300,-8.405600,SCT,PN,nan,0.517
PHR 1835-0429,278.798300,-4.485000,SCT,PN,nan,0.683
PPA 1835-2811,278.837500,-28.197800,SGR,PN,nan,0.183
PHR 1835-3135,278.890000,-31.595800,SGR,PN,nan,0.250
PPA 1835-3324,278.930800,-33.412500,SGR,PN,nan,0.083
PHR 1835-2751,278.935800,-27.855800,SGR,PN,nan,0.383
PPA 1837-2922,279.387500,-29.378600,SGR,PN,nan,0.092
PHR 1837-1249,279.459200,-12.827800,SCT,PN,nan,0.400
PHR 1837-2827,279.477500,-28.458600,SGR,PN,nan,0.817
PHR 1838-0417,279.509200,-4.290000,SCT,PN,nan,0.250
PPA 1840-2931,280.210800,-29.523100,SGR,PN,nan,0.283
PHR 1841-2716,280.479200,-27.278300,SGR,PN,nan,0.250
PHR 1842-0539,280.574600,-5.653600,SCT,PN,nan,1.500
PHR 1842-0637,280.668300,-6.617200,SCT,PN,nan,0.233
PHR 1842-0246,280.737900,-2.766700,AQL,PN,nan,0.400
PHR 1843-0541,280.793300,-5.697500,SCT,PN,nan,0.800
PHR 1843-0325,280.813700,-3.424200,AQL,PN,nan,0.167
PHR 1843+0002,280.937900,0.039200,AQL,PN,nan,0.225
PHR 1843-0232,280.987100,-2.535600,AQL,PN,nan,1.017
PHR 1844-1226,281.032100,-12.447500,SCT,PN,nan,0.250
PHR 1844-0452,281.067900,-4.881400,SCT,PN,nan,0.633
PHR 1844-0603,281.120800,-6.056900,SCT,PN,nan,0.250
PHR 1844-1410,281.182100,-14.181100,SCT,PN,nan,0.917
PHR 1844-0503,281.190400,-5.065000,SCT,PN,nan,0.583
PHR 1844-0517,281.225000,-5.293300,SCT,PN,nan,0.517
PHR 1845+0021,281.252900,0.356400,AQL,PN,nan,0.550
PHR 1845-0343,281.275000,-3.725800,AQL,PN,nan,0.850
PHR 1845-1231,281.317900,-12.528100,SCT,PN,nan,0.283
PHR 1846-0233,281.511200,-2.552200,AQL,PN,nan,0.600
PHR 1847-0507,281.869600,-5.125300,SCT,PN,nan,1.717
PHR 1847+0132,281.939200,1.546400,AQL,PN,nan,0.850
PHR 1847-0215,281.947500,-2.258300,AQL,PN,nan,0.333
PHR 1848-0903,282.032900,-9.052200,SCT,PN,nan,0.883
PHR 1848-1829,282.047100,-18.495300,SGR,PN,nan,0.367
PHR 1848-0912,282.136200,-9.200600,SCT,PN,nan,0.317
PHR 1848-0435,282.169600,-4.599400,SCT,PN,nan,0.733
PHR 1849-0347,282.312100,-3.783300,AQL,PN,nan,1.267
PHR 1849-1952,282.350800,-19.870600,SGR,PN,nan,0.317
PHR 1850-0021,282.712900,-0.358300,AQL,PN,nan,0.250
PHR 1851-0408,282.800400,-4.148600,SCT,PN,nan,0.183
PHR 1851-0732,282.880400,-7.541400,SCT,PN,nan,0.750
PHR 1852-2749,283.214600,-27.818100,SGR,PN,nan,0.367
PHR 1854-0151,283.671700,-1.854200,AQL,PN,nan,0.350
PPA 1855-2328,283.770400,-23.470000,SGR,PN,nan,0.342
PHR 1855-0116,283.820400,-1.282500,AQL,PN,nan,0.783
PHR 1855-0510,283.831200,-5.174400,SCT,PN,nan,0.275
PHR 1856+0028,284.212900,0.481400,AQL,PN,nan,0.133
PHR 1857-1750,284.320000,-17.848100,SGR,PN,nan,0.255
PHR 1857+0207,284.497900,2.118600,AQL,PN,nan,0.183
PHR 1900-0014,285.012900,-0.234400,AQL,PN,nan,0.800
PHR 1901-0429,285.310800,-4.492500,AQL,PN,nan,0.217
PHR 1901-0129,285.430400,-1.493600,AQL,PN,nan,0.167
PHR 1901-0855,285.477900,-8.920600,AQL,PN,nan,0.683
PHR 1903-0027,285.930800,-0.450000,AQL,PN,nan,0.250
PHR 1906-0133,286.567900,-1.552800,AQL,PN,nan,2.633
PHR 1911-1546,287.768300,-15.768600,SGR,PN,nan,2.617
PHR 1911-1049,287.777900,-10.821700,AQL,PN,nan,0.500
PHR 1913-1021,288.272900,-10.352800,AQL,PN,nan,0.400
PHR 1917-0112,289.281200,-1.206900,AQL,PN,nan,0.283
PHR 1917-0240,289.319200,-2.673900,AQL,PN,nan,0.267
PHR 1921+0136,290.337100,1.603900,AQL,PN,nan,0.267
PHR 1928+0253,292.214200,2.897800,AQL,PN,nan,0.583
PHR 1741-1624,265.266700,-16.413100,OPH,PN,nan,0.233
PHR 1820-2030,275.148700,-20.506900,SGR,PN,nan,0.717
PHR 0855-5310,133.839200,-53.176100,VEL,PN,nan,0.453
